Unit	N0	N1	N2	Pop	Pop_Cent_Lon	Pop_Cent_Lat	Area_Cent_Lon	Area_Cent_Lat
312	Portugal	Leiria	Pombal	56043.0	-8.624897216951297	39.919162774345835	-8.691666666666663	39.883333333333326
313	Portugal	Leiria	Porto de Mós	26142.0	-8.826661918328597	39.59942103966494	-8.800000000000011	39.51666666666666
314	Portugal	Lisboa	Alenquer	41480.0	-9.006310885218141	39.05355112020925	-9.066666666666663	39.074999999999996
315	Portugal	Lisboa	Amadora	175427.0	-9.229906011301352	38.76084630648691	-9.224999999999994	38.758333333333326
316	Portugal	Lisboa	Arruda dos Vinhos	12203.0	-9.079542993285685	38.98181844819502	-9.10833333333332	38.883333333333326
317	Portugal	Lisboa	Azambuja	21844.0	-8.890776081424946	39.11908831908831	-8.916666666666657	39.14166666666666
318	Portugal	Lisboa	Cadaval	14536.0	-9.103912090745041	39.24338166945528	-9.066666666666663	39.24166666666666
319	Portugal	Lisboa	Cascais	169836.0	-9.386589170692417	38.71048493540116	-9.400000000000006	38.633333333333326
320	Portugal	Lisboa	Lisboa	584079.0	-9.14843804537523	38.74563456864202	-9.158333333333331	38.70833333333333
321	Portugal	Lisboa	Loures	182899.0	-9.157687236286932	38.81307120195558	-9.175000000000011	38.849999999999994
322	Portugal	Lisboa	Lourinhã	22647.0	-9.30986754335811	39.239391311529566	-9.275000000000006	39.23333333333333
323	Portugal	Lisboa	Mafra	64597.0	-9.330390966488608	38.94625036054225	-9.333333333333343	38.89166666666666
324	Portugal	Lisboa	Odivelas	110971.0	-9.183486178606898	38.796621353574345	-9.199999999999989	38.76666666666666
325	Portugal	Lisboa	Oeiras	160373.0	-9.245246380065112	38.71505188947069	-9.275000000000006	38.67499999999999
326	Portugal	Lisboa	Sintra	339655.0	-9.298046997799418	38.78140707671957	-9.366666666666674	38.79999999999999
327	Portugal	Lisboa	Sobral de Monte Agraço	9059.0	-9.15243624772313	39.008593257718964	-9.158333333333331	38.92499999999999
328	Portugal	Lisboa	Torres Vedras	75609.0	-9.26197641093475	39.09831302361005	-9.291666666666657	38.96666666666666
329	Portugal	Lisboa	Vila Franca de Xira	156953.0	-9.046260932137699	38.88526268349214	-9.008333333333326	38.93333333333333
330	Portugal	Madeira	Calheta	9988.0	-17.169673704414578	32.73281672816728	-17.21666666666667	32.74999999999999
331	Portugal	Madeira	Câmara de Lobos	29193.0	-16.98571047008548	32.66594747656993	-16.991666666666674	32.68333333333333
332	Portugal	Madeira	Funchal	97350.0	-16.92639488612309	32.6594480759156	-16.92500000000001	32.64999999999999
333	Portugal	Madeira	Machico	18226.0	-16.77781664212077	32.73589774687365	-16.80000000000001	32.66666666666666
334	Portugal	Madeira	Ponta do Sol	7433.0	-17.116552287581698	32.70005276830654	-17.116666666666674	32.69166666666666
335	Portugal	Madeira	Porto Moniz	2348.0	-17.177484472049713	32.85396895137668	-17.166666666666657	32.84166666666666
