from_loc,to_loc,from_pop,from_x,from_y,to_pop,to_x,to_y,euc_dist,predict_model
2,16,246465.2656,-17.4860001,14.7363005,136941.6875,-16.802,15.1591997,0.804176517,2322.479634
2,17,246465.2656,-17.4860001,14.7363005,88659.71875,-16.5361004,15.0922003,1.01438361,1256.004754
2,18,246465.2656,-17.4860001,14.7363005,77614.02344,-16.3444996,15.1514997,1.214666113,857.0975391
2,19,246465.2656,-17.4860001,14.7363005,198442.4219,-16.9377995,14.7754002,0.549593199,5428.200508
2,20,246465.2656,-17.4860001,14.7363005,148595,-16.9410992,14.8191004,0.551155889,4722.183376
2,21,246465.2656,-17.4860001,14.7363005,111350.3281,-16.6802998,14.5570002,0.825409941,2014.282443
2,22,246465.2656,-17.4860001,14.7363005,161548.0625,-16.7784996,14.3364,0.812697587,2461.096207
2,23,246465.2656,-17.4860001,14.7363005,55735.64063,-15.5956001,14.7735004,1.89076598,334.6398588
2,24,246465.2656,-17.4860001,14.7363005,130420.1484,-15.9238005,14.658,1.564160656,695.6690545
2,25,246465.2656,-17.4860001,14.7363005,945606.875,-15.9116001,14.8670998,1.579823983,1714.396213
2,26,246465.2656,-17.4860001,14.7363005,214214.8594,-16.1856003,14.6615,1.302549329,1212.751647
2,27,246465.2656,-17.4860001,14.7363005,76994.63281,-16.2467995,14.8759003,1.247038985,814.9008878
2,28,246465.2656,-17.4860001,14.7363005,120487.4141,-16.4605999,14.677,1.027113489,1416.456081
2,29,246465.2656,-17.4860001,14.7363005,153707.4219,-16.4911995,14.8065996,0.997281403,1671.304855
2,30,246465.2656,-17.4860001,14.7363005,65461.58594,-16.5118008,14.9391003,0.995083934,1128.930802
2,31,246465.2656,-17.4860001,14.7363005,56832.87109,-15.7349997,14.5685997,1.75901278,383.955732
2,32,246465.2656,-17.4860001,14.7363005,83506.57031,-16.3990002,14.4975004,1.112921502,1035.936679
2,33,246465.2656,-17.4860001,14.7363005,122210.7344,-16.5303993,14.3856001,1.017921244,1448.798481
2,34,246465.2656,-17.4860001,14.7363005,67904.07813,-16.0587997,14.4665003,1.452478272,586.164667
2,35,246465.2656,-17.4860001,14.7363005,74629.85156,-16.2833996,14.3900003,1.251467855,798.1381019
2,36,246465.2656,-17.4860001,14.7363005,63726.68359,-16.6305008,14.1750002,1.023199433,1061.053949
2,37,246465.2656,-17.4860001,14.7363005,47732.65625,-16.6100998,13.9392996,1.184234677,715.505506
2,38,246465.2656,-17.4860001,14.7363005,166803.6406,-16.3924007,13.7284002,1.487219776,853.019284
2,39,246465.2656,-17.4860001,14.7363005,83641.19531,-16.3598003,14.0153999,1.337170021,748.0207313
2,40,246465.2656,-17.4860001,14.7363005,72247.74219,-16.3069992,15.7753,1.571484357,524.4604901
2,41,246465.2656,-17.4860001,14.7363005,72250.83594,-15.8339996,15.8484001,1.991449515,344.2228401
2,42,246465.2656,-17.4860001,14.7363005,188738.6094,-16.1881008,15.5872002,1.551957761,837.4633526
2,43,246465.2656,-17.4860001,14.7363005,74934.05469,-15.9575996,15.493,1.705462466,461.2088543
2,44,246465.2656,-17.4860001,14.7363005,179317.3438,-16.5440998,15.4481001,1.180607829,1329.904557
2,45,246465.2656,-17.4860001,14.7363005,179317.3438,-16.2273998,15.3451004,1.398110165,984.5848907
2,46,246465.2656,-17.4860001,14.7363005,99032.4375,-15.9973001,15.1539001,1.54616206,624.933009
2,47,246465.2656,-17.4860001,14.7363005,123202.0703,-15.5994997,15.2055998,1.943997323,460.3171647
2,48,246465.2656,-17.4860001,14.7363005,35677.49219,-15.2992001,15.7336998,2.403518172,177.5647866
2,49,246465.2656,-17.4860001,14.7363005,63406.17188,-14.9397001,15.6023998,2.689567193,189.872983
2,50,246465.2656,-17.4860001,14.7363005,69536.44531,-15.0278997,15.0349998,2.476182313,229.5613782
2,51,246465.2656,-17.4860001,14.7363005,55640.46875,-15.9412003,14.2351999,1.624040712,438.1799396
2,52,246465.2656,-17.4860001,14.7363005,83110.21094,-15.8871002,14.3549004,1.643759997,516.6905865
2,53,246465.2656,-17.4860001,14.7363005,68499.6875,-16.2285004,14.2424002,1.351015545,669.4167179
2,54,246465.2656,-17.4860001,14.7363005,364520.6563,-15.9196997,14.0116997,1.725787722,941.2203537
2,55,246465.2656,-17.4860001,14.7363005,94942.46875,-16.1396008,14.0050001,1.532185155,622.7908613
2,56,246465.2656,-17.4860001,14.7363005,169140.9531,-15.8325996,13.7634001,1.918402565,545.9873384
2,57,246465.2656,-17.4860001,14.7363005,121335.9063,-16.0639,13.7188997,1.748563148,551.8138381
2,58,246465.2656,-17.4860001,14.7363005,92232,-15.5650997,13.6935997,2.185653977,326.7484
2,59,246465.2656,-17.4860001,14.7363005,70285.69531,-15.5337,14.3027,1.999871264,337.3040811
2,60,246465.2656,-17.4860001,14.7363005,41788.76953,-15.2884998,14.5059004,2.209545604,221.9260106
2,61,246465.2656,-17.4860001,14.7363005,235601.7969,-15.3450003,13.9027996,2.29752125,462.1119249
2,62,246465.2656,-17.4860001,14.7363005,37296.14844,-15.7357998,14.1561003,1.843863705,290.389497
2,63,246465.2656,-17.4860001,14.7363005,18168.39648,-15.2734003,14.1569004,2.287204047,141.7768421
2,64,246465.2656,-17.4860001,14.7363005,66212.98438,-14.8101997,13.9459,2.790096904,181.4932611
2,65,246465.2656,-17.4860001,14.7363005,61387.41797,-14.9699001,14.2789001,2.557337353,204.5820835
2,66,246465.2656,-17.4860001,14.7363005,43940.48438,-14.7263002,14.3287001,2.78963826,150.0787582
2,67,246465.2656,-17.4860001,14.7363005,48488.39063,-15.6316004,13.9503002,2.014098984,280.350388
2,68,246465.2656,-17.4860001,14.7363005,81010.11719,-15.5581999,16.2528992,2.452852468,250.6102989
2,69,246465.2656,-17.4860001,14.7363005,107617.8359,-14.1590004,15.8024998,3.493666835,152.4554359
2,70,246465.2656,-17.4860001,14.7363005,213727.7813,-16.0865993,16.2903004,2.091228894,522.0919444
2,71,246465.2656,-17.4860001,14.7363005,152598.1406,-14.6946001,16.3278999,3.213269769,208.0420411
2,72,246465.2656,-17.4860001,14.7363005,132363.9531,-14.3139,16.1816998,3.485885566,168.4967888
2,73,246465.2656,-17.4860001,14.7363005,321500.4688,-16.3677006,15.9638004,1.660526957,950.9074558
2,74,246465.2656,-17.4860001,14.7363005,86800.38281,-15.1412001,16.2989006,2.817766156,202.2196823
2,75,246465.2656,-17.4860001,14.7363005,19024.50977,-14.4877996,13.1230001,3.404694468,71.40043827
2,76,246465.2656,-17.4860001,14.7363005,104209.9063,-14.4589005,12.8708,3.555759287,145.5633957
2,77,246465.2656,-17.4860001,14.7363005,51277.14844,-14.9958,13.1528997,2.9509752,145.8933482
2,78,246465.2656,-17.4860001,14.7363005,99699.70313,-13.7270002,13.0454998,4.121757787,109.6666041
2,79,246465.2656,-17.4860001,14.7363005,47665.23438,-14.8613997,13.3525,2.967057647,139.6730218
2,80,246465.2656,-17.4860001,14.7363005,92407.8125,-14.8972998,12.7563,3.259105893,160.7264853
2,81,246465.2656,-17.4860001,14.7363005,131266.1719,-14.1090002,13.0658998,3.767541217,146.1890426
2,82,246465.2656,-17.4860001,14.7363005,61157.15234,-13.9715996,12.7594004,4.032262997,90.88558906
2,83,246465.2656,-17.4860001,14.7363005,110748.75,-15.0419998,12.9434004,3.031110066,198.8795261
2,84,246465.2656,-17.4860001,14.7363005,117853.5938,-15.7213001,12.5201998,2.832890468,230.8599977
2,85,246465.2656,-17.4860001,14.7363005,46768.51563,-15.7362003,12.6497002,2.723178318,161.254984
2,86,246465.2656,-17.4860001,14.7363005,42824.33203,-15.5031996,13.0546999,2.599861227,168.0869645
