Unit	N0	N1	N2	N3	Pop	Pop_Cent_Lon	Pop_Cent_Lat	Area_Cent_Lon	Area_Cent_Lat
2689	Portugal	Guarda	Guarda	Monte Margarida	5.0	-7.071666666666658	40.49666666666666	-7.074999999999989	40.49999999999999
2690	Portugal	Guarda	Guarda	Panoias De Cima	687.0	-7.236568213783414	40.50945716709075	-7.23333333333332	40.49166666666666
2691	Portugal	Guarda	Guarda	Pega	144.0	-7.144769503546115	40.429831932773105	-7.14166666666668	40.43333333333333
2692	Portugal	Guarda	Guarda	Pêra Do Moço	786.0	-7.205648535564848	40.59953987730061	-7.216666666666669	40.60833333333333
2693	Portugal	Guarda	Guarda	Pêro Soares	75.0	-7.3409090909090935	40.54124999999999	-7.341666666666669	40.54166666666666
2694	Portugal	Guarda	Guarda	Porto Da Carne	76.0	-7.294722222222219	40.61249999999999	-7.291666666666657	40.60833333333333
2695	Portugal	Guarda	Guarda	Pousada	136.0	-7.128009259259244	40.543840579710135	-7.133333333333326	40.54166666666666
2696	Portugal	Guarda	Guarda	Ramela	188.0	-7.256280193236705	40.472977346278306	-7.26666666666668	40.46666666666666
2697	Portugal	Guarda	Guarda	Ribeira Dos Carinhos	10.0	-7.14166666666668	40.627777777777766	-7.14166666666668	40.633333333333326
2698	Portugal	Guarda	Guarda	Rocamondo	9.0	-7.254629629629619	40.62129629629629	-7.258333333333326	40.62499999999999
2699	Portugal	Guarda	Guarda	Rochoso	278.0	-7.0878666666666845	40.51621315192743	-7.091666666666669	40.52499999999999
2700	Portugal	Guarda	Guarda	Santana Da Azinha	445.0	-7.20748299319726	40.46948717948717	-7.216666666666669	40.44166666666666
2701	Portugal	Guarda	Guarda	São Miguel Da Guarda	7639.0	-7.2413865147198635	40.554061832578	-7.23333333333332	40.55833333333333
2702	Portugal	Guarda	Guarda	Seixo Amarelo	84.0	-7.341458333333321	40.445995670995664	-7.349999999999994	40.449999999999996
2703	Portugal	Guarda	Guarda	Sobral Da Serra	242.0	-7.278265765765781	40.623905109489044	-7.291666666666657	40.61666666666666
2704	Portugal	Guarda	Guarda	Trinta	387.0	-7.354232111692852	40.5041774332472	-7.35833333333332	40.49999999999999
2705	Portugal	Guarda	Guarda	Vale De Estrela	393.0	-7.304286858974336	40.503514056224894	-7.300000000000011	40.49166666666666
2706	Portugal	Guarda	Guarda	Valhelhas	419.0	-7.401102941176447	40.40563241106719	-7.400000000000006	40.35833333333333
2707	Portugal	Guarda	Guarda	Vela	420.0	-7.310555555555567	40.44154411764705	-7.316666666666663	40.43333333333333
2708	Portugal	Guarda	Guarda	Videmonte	467.0	-7.3931500872600395	40.51426687763713	-7.39166666666668	40.49999999999999
2709	Portugal	Guarda	Guarda	Vila Cortês Do Mondego	104.0	-7.3125	40.60601851851852	-7.308333333333337	40.60833333333333
2710	Portugal	Guarda	Guarda	Vila Fernando	534.0	-7.150934579439252	40.49316069057104	-7.150000000000006	40.45833333333333
2711	Portugal	Guarda	Guarda	Vila Franca Do Deão	150.0	-7.242759562841513	40.65448113207547	-7.241666666666674	40.64999999999999
2712	Portugal	Guarda	Guarda	Vila Garcia	315.0	-7.1776209677419445	40.51408296943231	-7.183333333333337	40.49999999999999
2713	Portugal	Guarda	Guarda	Vila Soeiro	1.0	-7.349999999999994	40.54999999999999	-7.349999999999994	40.54999999999999
2714	Portugal	Guarda	Manteigas	Manteigas (Santa Maria)	122.0	-7.520769230769218	40.40669191919191	-7.533333333333331	40.39999999999999
2715	Portugal	Guarda	Manteigas	Manteigas (São Pedro)	2949.0	-7.537873015873032	40.40250355956335	-7.541666666666657	40.383333333333326
2716	Portugal	Guarda	Manteigas	Sameiro	367.0	-7.487500000000011	40.41187106918239	-7.491666666666674	40.408333333333324
2717	Portugal	Guarda	Manteigas	Vale De Amoreira	231.0	-7.438138686131396	40.41402953586497	-7.449999999999989	40.41666666666666
2718	Portugal	Guarda	Mêda	Aveloso	234.0	-7.313996763754034	40.93191489361701	-7.300000000000011	40.91666666666666
2719	Portugal	Guarda	Mêda	Barreira	189.0	-7.187333333333328	40.910769230769226	-7.183333333333337	40.908333333333324
2720	Portugal	Guarda	Mêda	Carvalhal	116.0	-7.279835390946516	40.88673469387754	-7.283333333333331	40.883333333333326
2721	Portugal	Guarda	Mêda	Casteição	71.0	-7.32374999999999	40.87947761194029	-7.324999999999989	40.89166666666666
2722	Portugal	Guarda	Mêda	Coriscada	227.0	-7.205484330484353	40.86406581740976	-7.199999999999989	40.84166666666666
2723	Portugal	Guarda	Mêda	Fonte Longa	111.0	-7.229127725856699	41.01265432098764	-7.216666666666669	41.01666666666666
2724	Portugal	Guarda	Mêda	Longroiva	309.0	-7.210517799352743	40.966612200435726	-7.208333333333343	40.96666666666666
2725	Portugal	Guarda	Mêda	Marialva	269.0	-7.228987240829326	40.911877828054294	-7.224999999999994	40.89999999999999
2726	Portugal	Guarda	Mêda	Mêda	2503.0	-7.260731816153509	40.964525048796354	-7.26666666666668	40.95833333333333
2727	Portugal	Guarda	Mêda	Outeiro De Gatos	165.0	-7.301555555555581	40.95493333333332	-7.300000000000011	40.95833333333333
2728	Portugal	Guarda	Mêda	Pai Penela	129.0	-7.296071428571423	40.901027397260265	-7.300000000000011	40.89999999999999
2729	Portugal	Guarda	Mêda	Poço Do Canto	304.0	-7.270897435897439	41.00128205128204	-7.275000000000006	41.008333333333326
2730	Portugal	Guarda	Mêda	Prova	246.0	-7.339727011494261	40.91412429378531	-7.333333333333343	40.92499999999999
2731	Portugal	Guarda	Mêda	Rabaçal	270.0	-7.255099502487553	40.854363517060364	-7.258333333333326	40.83333333333333
2732	Portugal	Guarda	Mêda	Ranhados	367.0	-7.329664570230619	40.99958333333333	-7.35833333333332	40.98333333333333
2733	Portugal	Guarda	Mêda	Vale Flor	163.0	-7.2792792792792795	40.912799564270145	-7.26666666666668	40.91666666666666
2734	Portugal	Guarda	Pinhel	Alverca Da Beira	401.0	-7.21470385674931	40.70410122164048	-7.216666666666669	40.69166666666666
2735	Portugal	Guarda	Pinhel	Atalaia	103.0	-7.029385964912279	40.66381856540084	-7.025000000000006	40.69166666666666
2736	Portugal	Guarda	Pinhel	Azevo	204.0	-7.134191176470608	40.853346994535514	-7.133333333333326	40.849999999999994
2737	Portugal	Guarda	Pinhel	Bogalhal	39.0	-7.120833333333337	40.82060185185185	-7.125	40.81666666666666
2738	Portugal	Guarda	Pinhel	Bouça Cova	113.0	-7.237804878048792	40.7058712121212	-7.241666666666674	40.699999999999996
2739	Portugal	Guarda	Pinhel	Cerejo	149.0	-7.222605363984684	40.72962962962962	-7.216666666666669	40.724999999999994
2740	Portugal	Guarda	Pinhel	Cidadelhe	40.0	-7.112719298245622	40.915833333333325	-7.116666666666674	40.908333333333324
2741	Portugal	Guarda	Pinhel	Ervas Tenras	57.0	-7.179301075268825	40.74112903225806	-7.191666666666663	40.74166666666666
2742	Portugal	Guarda	Pinhel	Ervedosa	166.0	-7.179062499999986	40.84588414634146	-7.175000000000011	40.849999999999994
2743	Portugal	Guarda	Pinhel	Freixedas	1030.0	-7.160325476992142	40.69765676567656	-7.158333333333331	40.69166666666666
2744	Portugal	Guarda	Pinhel	Gouveia	351.0	-7.1623015873015845	40.66022727272727	-7.133333333333326	40.658333333333324
2745	Portugal	Guarda	Pinhel	Lamegal	267.0	-7.07916666666668	40.662499999999994	-7.074999999999989	40.66666666666666
2746	Portugal	Guarda	Pinhel	Lameiras	304.0	-7.104186602870811	40.712063492063486	-7.10833333333332	40.70833333333333
2747	Portugal	Guarda	Pinhel	Manigoto	205.0	-7.074232456140351	40.7105072463768	-7.083333333333343	40.699999999999996
2748	Portugal	Guarda	Pinhel	Pala	366.0	-7.166935483870958	40.76555555555555	-7.175000000000011	40.758333333333326
2749	Portugal	Guarda	Pinhel	Pereiro	156.0	-7.012499999999989	40.738286163522005	-7.0	40.73333333333333
2750	Portugal	Guarda	Pinhel	Pinhel	3594.0	-7.067373461012295	40.77332640126757	-7.066666666666663	40.74166666666666
2751	Portugal	Guarda	Pinhel	Pínzio	477.0	-7.064511494252855	40.60544871794871	-7.074999999999989	40.599999999999994
2752	Portugal	Guarda	Pinhel	Pomares	129.0	-7.170930232558135	40.62364341085271	-7.183333333333337	40.61666666666666
2753	Portugal	Guarda	Pinhel	Póvoa D' El-Rei	49.0	-7.201190476190476	40.77925170068027	-7.199999999999989	40.77499999999999
2754	Portugal	Guarda	Pinhel	Safurdão	118.0	-7.067349726775944	40.637610619469015	-7.066666666666663	40.633333333333326
2755	Portugal	Guarda	Pinhel	Santa Eufémia	70.0	-7.179166666666674	40.825231481481474	-7.183333333333337	40.80833333333333
2756	Portugal	Guarda	Pinhel	Sorval	231.0	-7.179976019184664	40.79444444444444	-7.183333333333337	40.783333333333324
2757	Portugal	Guarda	Pinhel	Souro Pires	800.0	-7.124374288964731	40.74709754637941	-7.133333333333326	40.73333333333333
2758	Portugal	Guarda	Pinhel	Valbom	228.0	-7.128301886792457	40.77942097026604	-7.133333333333326	40.783333333333324
2759	Portugal	Guarda	Pinhel	Vale De Madeira	213.0	-7.025000000000006	40.77015366430259	-7.033333333333331	40.76666666666666
2760	Portugal	Guarda	Pinhel	Vascoveiro	198.0	-7.068223443223445	40.73623903508771	-7.058333333333337	40.73333333333333
2761	Portugal	Guarda	Sabugal	Águas Belas	170.0	-7.148774509803928	40.37913533834586	-7.150000000000006	40.36666666666666
2762	Portugal	Guarda	Sabugal	Aldeia Da Ponte	335.0	-6.868259023354568	40.41305874840357	-6.875	40.39999999999999
2763	Portugal	Guarda	Sabugal	Aldeia Da Ribeira	138.0	-6.895833333333343	40.46444444444444	-6.908333333333331	40.45833333333333
2764	Portugal	Guarda	Sabugal	Aldeia De Santo António	593.0	-7.099090909090904	40.34342403628117	-7.133333333333326	40.283333333333324
2765	Portugal	Guarda	Sabugal	Aldeia Do Bispo	307.0	-6.845833333333331	40.32162162162162	-6.849999999999994	40.324999999999996
2766	Portugal	Guarda	Sabugal	Aldeia Velha	460.0	-6.86530612244897	40.34564132104454	-6.866666666666674	40.33333333333333
2767	Portugal	Guarda	Sabugal	Alfaiates	356.0	-6.911355311355294	40.38895348837208	-6.908333333333331	40.383333333333326
2768	Portugal	Guarda	Sabugal	Badamalos	101.0	-6.97900432900434	40.486458333333324	-6.98333333333332	40.48333333333333
2769	Portugal	Guarda	Sabugal	Baraçal	173.0	-7.094230769230762	40.39557471264367	-7.091666666666669	40.39999999999999
2770	Portugal	Guarda	Sabugal	Bendada	704.0	-7.254746376811596	40.369396051103365	-7.258333333333326	40.383333333333326
2771	Portugal	Guarda	Sabugal	Bismula	207.0	-6.962500000000006	40.44518304431598	-6.966666666666669	40.43333333333333
2772	Portugal	Guarda	Sabugal	Casteleiro	384.0	-7.2314465408804836	40.304242886178855	-7.258333333333326	40.29166666666666
2773	Portugal	Guarda	Sabugal	Cerdeira	266.0	-7.045726495726484	40.51204581358609	-7.041666666666657	40.49999999999999
2774	Portugal	Guarda	Sabugal	Fóios	387.0	-6.890215773809501	40.287578194816795	-6.89166666666668	40.283333333333324
2775	Portugal	Guarda	Sabugal	Forcalhos	96.0	-6.823541666666671	40.37727272727272	-6.824999999999989	40.37499999999999
2776	Portugal	Guarda	Sabugal	Lajeosa	216.0	-6.8153005464481	40.337661812297725	-6.816666666666663	40.33333333333333
2777	Portugal	Guarda	Sabugal	Lomba	63.0	-7.162573099415198	40.404678362573094	-7.166666666666657	40.408333333333324
2778	Portugal	Guarda	Sabugal	Malcata	358.0	-7.070292887029268	40.3032992036405	-7.074999999999989	40.29999999999999
2779	Portugal	Guarda	Sabugal	Moita	125.0	-7.197121212121203	40.30105633802816	-7.199999999999989	40.29166666666666
2780	Portugal	Guarda	Sabugal	Nave	274.0	-6.971074879227075	40.39741200828156	-6.966666666666669	40.39166666666666
2781	Portugal	Guarda	Sabugal	Pena Lobo	148.0	-7.204320987654313	40.39277108433734	-7.216666666666669	40.383333333333326
2782	Portugal	Guarda	Sabugal	Pousafoles Do Bispo	292.0	-7.179761904761904	40.42042253521126	-7.199999999999989	40.39166666666666
2783	Portugal	Guarda	Sabugal	Quadrazais	587.0	-6.995229468599035	40.32884231536925	-7.0	40.324999999999996
2784	Portugal	Guarda	Sabugal	Quintas De São Bartolomeu	175.0	-7.098106060606057	40.37108739837398	-7.10833333333332	40.36666666666666
2785	Portugal	Guarda	Sabugal	Rapoula Do Côa	24.0	-7.054365079365084	40.421428571428564	-7.041666666666657	40.42499999999999
2786	Portugal	Guarda	Sabugal	Rebolosa	237.0	-6.907708333333318	40.42115384615384	-6.916666666666657	40.42499999999999
2787	Portugal	Guarda	Sabugal	Rendo	449.0	-7.0458020050125185	40.381746031746026	-7.050000000000011	40.36666666666666
2788	Portugal	Guarda	Sabugal	Ruivós	84.0	-6.996846846846836	40.42427536231884	-7.0	40.42499999999999
2789	Portugal	Guarda	Sabugal	Ruvina	127.0	-7.0067948717948525	40.41341269841269	-7.01666666666668	40.41666666666666
2790	Portugal	Guarda	Sabugal	Sabugal	2243.0	-7.084522370012081	40.35375041625041	-7.050000000000011	40.324999999999996
2791	Portugal	Guarda	Sabugal	Santo Estêvão	334.0	-7.164393939393932	40.29635241301907	-7.150000000000006	40.29166666666666
2792	Portugal	Guarda	Sabugal	Seixo Do Côa	179.0	-7.029404761904772	40.46599099099099	-7.033333333333331	40.46666666666666
2793	Portugal	Guarda	Sabugal	Sortelha	475.0	-7.21121323529411	40.33329756795421	-7.199999999999989	40.31666666666666
2794	Portugal	Guarda	Sabugal	Souto	1329.0	-6.956884057970996	40.35562238493723	-6.966666666666669	40.34166666666666
2795	Portugal	Guarda	Sabugal	Vale Das Éguas	18.0	-7.012499999999989	40.43749999999999	-7.01666666666668	40.44166666666666
2796	Portugal	Guarda	Sabugal	Vale De Espinho	418.0	-6.947201492537317	40.296435185185175	-6.949999999999989	40.29999999999999
2797	Portugal	Guarda	Sabugal	Vale Longo	49.0	-7.013725490196066	40.46286231884058	-7.01666666666668	40.45833333333333
2798	Portugal	Guarda	Sabugal	Vila Boa	295.0	-7.005695443645067	40.381135986733	-7.008333333333326	40.383333333333326
2799	Portugal	Guarda	Sabugal	Vila Do Touro	215.0	-7.104213483146054	40.415823970037444	-7.10833333333332	40.42499999999999
2800	Portugal	Guarda	Sabugal	Vilar Maior	127.0	-6.937037037037044	40.47526041666666	-6.941666666666663	40.46666666666666
2801	Portugal	Guarda	Seia	Alvoco Da Serra	450.0	-7.701124338624339	40.28975535168195	-7.699999999999989	40.27499999999999
2802	Portugal	Guarda	Seia	Cabeça	190.0	-7.735611979166663	40.32074372759856	-7.73333333333332	40.31666666666666
2803	Portugal	Guarda	Seia	Carragozela	409.0	-7.763167388167403	40.411403508771926	-7.76666666666668	40.408333333333324
2804	Portugal	Guarda	Seia	Folhadosa	295.0	-7.782469512195149	40.37915244596132	-7.791666666666657	40.37499999999999
2805	Portugal	Guarda	Seia	Girabolhos	319.0	-7.73795180722891	40.50946557971014	-7.75	40.49166666666666
2806	Portugal	Guarda	Seia	Lajes	302.0	-7.719801980198014	40.48669301712779	-7.716666666666669	40.474999999999994
2807	Portugal	Guarda	Seia	Lapa Dos Dinheiros	311.0	-7.7053155006858844	40.37919354838709	-7.708333333333343	40.383333333333326
2808	Portugal	Guarda	Seia	Loriga	1106.0	-7.688217213114768	40.325304878048776	-7.691666666666663	40.324999999999996
2809	Portugal	Guarda	Seia	Paranhos	1458.0	-7.779513108614225	40.480289855072456	-7.800000000000011	40.45833333333333
2810	Portugal	Guarda	Seia	Pinhanços	694.0	-7.685622427983532	40.46886058032554	-7.691666666666663	40.46666666666666
2811	Portugal	Guarda	Seia	Sabugueiro	506.0	-7.638823784722234	40.40416666666666	-7.650000000000006	40.39166666666666
2812	Portugal	Guarda	Seia	Sameice	381.0	-7.776728395061724	40.43214285714285	-7.76666666666668	40.41666666666666
2813	Portugal	Guarda	Seia	Sandomil	1107.0	-7.77939602446483	40.35806100217864	-7.783333333333331	40.35833333333333
2814	Portugal	Guarda	Seia	Santa Comba	757.0	-7.722887323943667	40.44698986058301	-7.73333333333332	40.44166666666666
2815	Portugal	Guarda	Seia	Santa Eulália	75.0	-7.790873015873018	40.42088888888889	-7.791666666666657	40.408333333333324
2816	Portugal	Guarda	Seia	Santa Marinha	1102.0	-7.659923510466967	40.45442057942057	-7.666666666666657	40.43333333333333
2817	Portugal	Guarda	Seia	Santiago	1058.0	-7.735550786838331	40.42195931921959	-7.741666666666674	40.41666666666666
2818	Portugal	Guarda	Seia	São Martinho	1052.0	-7.671911421911403	40.44186765615336	-7.675000000000011	40.43333333333333
2819	Portugal	Guarda	Seia	São Romão	2916.0	-7.714931141090489	40.402970878346636	-7.724999999999994	40.37499999999999
2820	Portugal	Guarda	Seia	Sazes Da Beira	270.0	-7.731746031746013	40.34808823529411	-7.741666666666674	40.34166666666666
2821	Portugal	Guarda	Seia	Seia	6583.0	-7.706155977830548	40.41863821138211	-7.691666666666663	40.42499999999999
2822	Portugal	Guarda	Seia	Teixeira	258.0	-7.729166666666657	40.26944444444444	-7.73333333333332	40.27499999999999
2823	Portugal	Guarda	Seia	Torrozelo	563.0	-7.763020833333343	40.38808479532163	-7.775000000000006	40.383333333333326
2824	Portugal	Guarda	Seia	Tourais	1635.0	-7.755749354005161	40.46403186274509	-7.76666666666668	40.449999999999996
2825	Portugal	Guarda	Seia	Travancinha	490.0	-7.822452229299358	40.419422310756964	-7.833333333333343	40.41666666666666
2826	Portugal	Guarda	Seia	Valezim	435.0	-7.719777265745023	40.361568986568976	-7.716666666666669	40.35833333333333
2827	Portugal	Guarda	Seia	Várzea De Meruge	315.0	-7.794128787878805	40.40963261648745	-7.783333333333331	40.39999999999999
2828	Portugal	Guarda	Seia	Vide	602.0	-7.780303030303031	40.293325434439176	-7.775000000000006	40.29166666666666
2829	Portugal	Guarda	Seia	Vila Cova À Coelheira	697.0	-7.739056224899599	40.38801337153772	-7.741666666666674	40.383333333333326
2830	Portugal	Guarda	Trancoso	Aldeia Nova	334.0	-7.43160493827159	40.713787878787876	-7.433333333333337	40.71666666666666
2831	Portugal	Guarda	Trancoso	Carnicães	167.0	-7.319871794871801	40.7335294117647	-7.324999999999989	40.71666666666666
2832	Portugal	Guarda	Trancoso	Castanheira	199.0	-7.362500000000011	40.84587585034013	-7.366666666666674	40.84166666666666
2833	Portugal	Guarda	Trancoso	Cogula	66.0	-7.265909090909105	40.818124999999995	-7.291666666666657	40.81666666666666
2834	Portugal	Guarda	Trancoso	Cótimos	269.0	-7.238636363636374	40.82916666666666	-7.241666666666674	40.80833333333333
2835	Portugal	Guarda	Trancoso	Feital	185.0	-7.26485042735041	40.75368852459016	-7.275000000000006	40.74999999999999
2836	Portugal	Guarda	Trancoso	Fiães	96.0	-7.386240310077511	40.743548387096766	-7.39166666666668	40.73333333333333
2837	Portugal	Guarda	Trancoso	Freches	670.0	-7.347578124999984	40.72942139737991	-7.35833333333332	40.699999999999996
2838	Portugal	Guarda	Trancoso	Granja	243.0	-7.20810606060607	40.746339563862925	-7.216666666666669	40.74999999999999
2839	Portugal	Guarda	Trancoso	Guilheiro	192.0	-7.4123015873015845	40.89707207207206	-7.416666666666657	40.89999999999999
2840	Portugal	Guarda	Trancoso	Moimentinha	140.0	-7.229196642685849	40.745863309352515	-7.23333333333332	40.74999999999999
2841	Portugal	Guarda	Trancoso	Moreira De Rei	407.0	-7.317543859649106	40.82098765432098	-7.324999999999989	40.83333333333333
2842	Portugal	Guarda	Trancoso	Palhais	127.0	-7.441843971631187	40.81406810035842	-7.441666666666663	40.81666666666666
2843	Portugal	Guarda	Trancoso	Póvoa Do Concelho	186.0	-7.263497652582174	40.762761904761895	-7.26666666666668	40.76666666666666
2844	Portugal	Guarda	Trancoso	Reboleiro	307.0	-7.42083333333332	40.829487179487174	-7.425000000000011	40.83333333333333
2845	Portugal	Guarda	Trancoso	Rio De Mel	437.0	-7.396052631578954	40.81032388663967	-7.425000000000011	40.79166666666666
2846	Portugal	Guarda	Trancoso	Sebadelhe Da Serra	136.0	-7.404629629629625	40.86203703703703	-7.408333333333331	40.85833333333333
2847	Portugal	Guarda	Trancoso	Souto Maior	198.0	-7.316815476190499	40.8009009009009	-7.324999999999989	40.79999999999999
2848	Portugal	Guarda	Trancoso	Tamanhos	249.0	-7.314031339031345	40.76484374999999	-7.324999999999989	40.76666666666666
2849	Portugal	Guarda	Trancoso	Terrenho	118.0	-7.354166666666657	40.867976190476185	-7.35833333333332	40.86666666666666
2850	Portugal	Guarda	Trancoso	Torre Do Terrenho	164.0	-7.361267605633799	40.8886524822695	-7.366666666666674	40.883333333333326
2851	Portugal	Guarda	Trancoso	Torres	132.0	-7.341666666666669	40.750799086757986	-7.341666666666669	40.71666666666666
2852	Portugal	Guarda	Trancoso	Trancoso (Santa Maria)	553.0	-7.355989583333326	40.78615942028985	-7.39166666666668	40.76666666666666
2853	Portugal	Guarda	Trancoso	Trancoso (São Pedro)	2860.0	-7.348482070089659	40.77606744298883	-7.324999999999989	40.74999999999999
2854	Portugal	Guarda	Trancoso	Valdujo	170.0	-7.284583333333359	40.83729423868312	-7.283333333333331	40.80833333333333
2855	Portugal	Guarda	Trancoso	Vale Do Seixo	265.0	-7.270987654320976	40.800308641975306	-7.283333333333331	40.79166666666666
2856	Portugal	Guarda	Trancoso	Vila Franca Das Naves	992.0	-7.260268414481885	40.72784237726098	-7.258333333333326	40.724999999999994
2857	Portugal	Guarda	Trancoso	Vila Garcia	166.0	-7.236965811965831	40.801111111111105	-7.258333333333326	40.79999999999999
2858	Portugal	Guarda	Trancoso	Vilares	208.0	-7.290555555555528	40.71874999999999	-7.291666666666657	40.71666666666666
2859	Portugal	Guarda	Vila Nova de Foz Côa	Almendra	380.0	-7.054166666666674	40.99813596491227	-7.058333333333337	40.99999999999999
2860	Portugal	Guarda	Vila Nova de Foz Côa	Castelo Melhor	222.0	-7.0625	41.03234463276836	-7.091666666666669	41.04999999999999
2861	Portugal	Guarda	Vila Nova de Foz Côa	Cedovim	365.0	-7.310770440251559	41.02896174863387	-7.308333333333337	41.04166666666666
2862	Portugal	Guarda	Vila Nova de Foz Côa	Chãs	277.0	-7.169202898550736	40.98778846153846	-7.166666666666657	40.99166666666666
2863	Portugal	Guarda	Vila Nova de Foz Côa	Custóias	311.0	-7.3203821656051105	41.106465517241375	-7.316666666666663	41.099999999999994
2864	Portugal	Guarda	Vila Nova de Foz Côa	Freixo De Numão	472.0	-7.220563139931727	41.06886792452829	-7.224999999999994	41.05833333333333
2865	Portugal	Guarda	Vila Nova de Foz Côa	Horta	176.0	-7.312289562289578	41.06531746031745	-7.308333333333337	41.05833333333333
2866	Portugal	Guarda	Vila Nova de Foz Côa	Mós	143.0	-7.204285714285703	41.11252913752913	-7.208333333333343	41.10833333333333
2867	Portugal	Guarda	Vila Nova de Foz Côa	Murça	113.0	-7.229351851851845	41.10367383512544	-7.23333333333332	41.099999999999994
2868	Portugal	Guarda	Vila Nova de Foz Côa	Muxagata	305.0	-7.164405360133998	41.03728373702422	-7.166666666666657	41.033333333333324
2869	Portugal	Guarda	Vila Nova de Foz Côa	Numão	243.0	-7.288281250000011	41.09682539682539	-7.300000000000011	41.133333333333326
2870	Portugal	Guarda	Vila Nova de Foz Côa	Santa Comba	203.0	-7.145330969267121	40.95529350104821	-7.150000000000006	40.96666666666666
2871	Portugal	Guarda	Vila Nova de Foz Côa	Santo Amaro	96.0	-7.169047619047603	41.108	-7.166666666666657	41.10833333333333
2872	Portugal	Guarda	Vila Nova de Foz Côa	Sebadelhe	316.0	-7.267518248175179	41.05508130081301	-7.26666666666668	41.05833333333333
2873	Portugal	Guarda	Vila Nova de Foz Côa	Seixas	319.0	-7.247790697674446	41.112552742616025	-7.25	41.11666666666666
2874	Portugal	Guarda	Vila Nova de Foz Côa	Touça	252.0	-7.231190476190477	41.04659455128204	-7.23333333333332	41.033333333333324
2875	Portugal	Guarda	Vila Nova de Foz Côa	Vila Nova De Foz Côa	3149.0	-7.139204325994598	41.08141072295002	-7.14166666666668	41.10833333333333
2876	Portugal	Leiria	Alcobaça	Alcobaça	4842.0	-8.974231821106827	39.552969068510144	-8.98333333333332	39.54166666666666
2877	Portugal	Leiria	Alcobaça	Alfeizerão	4006.0	-9.096279212792126	39.499169658886885	-9.099999999999994	39.44166666666666
2878	Portugal	Leiria	Alcobaça	Aljubarrota (Prazeres)	4842.0	-8.949277210884361	39.54765986394557	-8.941666666666663	39.533333333333324
2879	Portugal	Leiria	Alcobaça	Aljubarrota (São Vicente)	2521.0	-8.902696078431376	39.56521199819575	-8.908333333333331	39.54999999999999
2880	Portugal	Leiria	Alcobaça	Alpedriz	613.0	-8.946596244131456	39.63071428571428	-8.949999999999989	39.62499999999999
2881	Portugal	Leiria	Alcobaça	Bárrio	1353.0	-9.02222222222224	39.5536574074074	-9.033333333333331	39.54166666666666
2882	Portugal	Leiria	Alcobaça	Benedita	8969.0	-8.976357733175917	39.42674336461801	-8.98333333333332	39.408333333333324
2883	Portugal	Leiria	Alcobaça	Cela	2872.0	-9.035507246376795	39.52250825082508	-9.041666666666657	39.51666666666666
2884	Portugal	Leiria	Alcobaça	Coz	1785.0	-8.969435396308342	39.60086896072297	-8.966666666666669	39.54166666666666
2885	Portugal	Leiria	Alcobaça	Évora De Alcobaça	5409.0	-8.980709876543216	39.519050687285215	-8.974999999999994	39.46666666666666
2886	Portugal	Leiria	Alcobaça	Maiorga	1402.0	-8.979076086956525	39.57929421768707	-8.98333333333332	39.55833333333333
2887	Portugal	Leiria	Alcobaça	Martingança	1074.0	-8.957094594594594	39.68890664961636	-8.958333333333343	39.69166666666666
2888	Portugal	Leiria	Alcobaça	Montes	649.0	-8.944830659536535	39.615224766751474	-8.958333333333343	39.59166666666666
2889	Portugal	Leiria	Alcobaça	Pataias	5648.0	-8.992950680272116	39.67071180555555	-8.991666666666674	39.62499999999999
2890	Portugal	Leiria	Alcobaça	São Martinho Do Porto	2227.0	-9.129513548808376	39.51547429782723	-9.125	39.51666666666666
2891	Portugal	Leiria	Alcobaça	Turquel	4607.0	-8.971142857142837	39.467324303101684	-8.974999999999994	39.46666666666666
2892	Portugal	Leiria	Alcobaça	Vestiaria	1152.0	-8.998802083333345	39.555846528623626	-9.0	39.54999999999999
2893	Portugal	Leiria	Alcobaça	Vimeiro	2321.0	-9.026080246913608	39.48244575936883	-9.041666666666657	39.44166666666666
2894	Portugal	Leiria	Alvaiázere	Almoster	863.0	-8.461021505376351	39.84074675324675	-8.458333333333343	39.83333333333333
2895	Portugal	Leiria	Alvaiázere	Alvaiázere	1632.0	-8.381453362255968	39.82396125116713	-8.39166666666668	39.783333333333324
2896	Portugal	Leiria	Alvaiázere	Maçãs De Caminho	428.0	-8.377531645569604	39.856927083333325	-8.383333333333326	39.84166666666666
2897	Portugal	Leiria	Alvaiázere	Maçãs De Dona Maria	2126.0	-8.332745961820848	39.87451584507041	-8.341666666666669	39.84166666666666
2898	Portugal	Leiria	Alvaiázere	Pelmá	1175.0	-8.447023809523813	39.76987179487179	-8.441666666666663	39.758333333333326
2899	Portugal	Leiria	Alvaiázere	Pussos	978.0	-8.366176470588215	39.81204212454212	-8.366666666666674	39.79166666666666
2900	Portugal	Leiria	Alvaiázere	Rego Da Murta	1223.0	-8.35388888888889	39.78642263759085	-8.366666666666674	39.76666666666666
2901	Portugal	Leiria	Ansião	Alvorge	1496.0	-8.460875706214694	39.98328787878787	-8.466666666666669	39.94166666666666
2902	Portugal	Leiria	Ansião	Ansião	2735.0	-8.43507412398921	39.914201787994884	-8.449999999999989	39.908333333333324
2903	Portugal	Leiria	Ansião	Avelar	2324.0	-8.360120021822155	39.92343822843822	-8.35833333333332	39.92499999999999
